# mean_0, mean_1, mean_2, mean_3, mean_4, mean_5, mean_6, mean_7, max_prob, pred, GT, std_0, std_1, std_2, std_3, std_4, std_5, std_6, std_7
0.000,0.000,0.000,0.033,0.400,0.567,0.000,0.000,0.567,5.000,4.000,0.000,0.000,0.000,0.180,0.490,0.496,0.000,0.000
0.000,0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000
0.000,0.000,0.000,0.033,0.433,0.471,0.062,0.000,0.471,5.000,4.000,0.000,0.000,0.000,0.179,0.496,0.495,0.233,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.467,0.533,0.000,0.000,0.000,0.000,0.000,0.533,2.000,1.000,0.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000
0.133,0.539,0.327,0.000,0.000,0.000,0.000,0.000,0.539,1.000,0.000,0.340,0.493,0.464,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.633,0.200,0.000,0.000,0.633,4.000,4.000,0.000,0.000,0.000,0.373,0.482,0.400,0.000,0.000
0.000,0.000,0.000,0.000,0.895,0.105,0.000,0.000,0.895,4.000,4.000,0.000,0.000,0.000,0.000,0.299,0.299,0.000,0.000
0.000,0.000,0.000,0.333,0.567,0.033,0.033,0.033,0.567,4.000,4.000,0.000,0.000,0.000,0.471,0.496,0.180,0.180,0.180
0.000,0.067,0.933,0.000,0.000,0.000,0.000,0.000,0.933,2.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.200,0.133,0.333,0.200,0.100,0.000,0.033,0.333,3.000,0.000,0.000,0.400,0.340,0.471,0.400,0.300,0.000,0.180
0.000,0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.567,2.000,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.166,0.567,0.267,0.567,6.000,7.000,0.000,0.000,0.000,0.000,0.000,0.372,0.496,0.442
0.567,0.433,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.033,0.041,0.067,0.228,0.200,0.100,0.231,0.100,0.231,6.000,0.000,0.180,0.183,0.249,0.414,0.400,0.300,0.409,0.300
0.000,0.000,0.000,0.000,0.100,0.567,0.333,0.000,0.567,5.000,4.000,0.000,0.000,0.000,0.000,0.300,0.496,0.471,0.000
0.033,0.233,0.000,0.233,0.133,0.233,0.000,0.133,0.233,1.000,4.000,0.180,0.423,0.000,0.423,0.340,0.423,0.000,0.340
0.333,0.433,0.233,0.000,0.000,0.000,0.000,0.000,0.433,1.000,0.000,0.471,0.496,0.423,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.033,0.133,0.200,0.633,0.633,7.000,7.000,0.000,0.000,0.000,0.000,0.180,0.340,0.400,0.482
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.000,0.400,0.400,0.167,0.000,0.000,0.400,3.000,4.000,0.000,0.180,0.000,0.490,0.490,0.373,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.134,0.433,0.400,0.033,0.433,5.000,5.000,0.000,0.000,0.000,0.000,0.340,0.496,0.490,0.180
0.000,0.000,0.000,0.000,0.667,0.100,0.100,0.133,0.667,4.000,4.000,0.000,0.000,0.000,0.000,0.471,0.300,0.300,0.340
0.000,0.233,0.767,0.000,0.000,0.000,0.000,0.000,0.767,2.000,1.000,0.000,0.423,0.423,0.000,0.000,0.000,0.000,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.133,0.833,0.033,0.000,0.000,0.000,0.000,0.000,0.833,1.000,0.000,0.340,0.373,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.000,0.000,0.000,0.300,0.233,0.167,0.133,0.167,0.300,3.000,4.000,0.000,0.000,0.000,0.458,0.423,0.373,0.340,0.373
0.000,0.233,0.233,0.000,0.367,0.133,0.000,0.033,0.367,4.000,4.000,0.000,0.423,0.423,0.000,0.482,0.340,0.000,0.180
0.000,0.300,0.633,0.067,0.000,0.000,0.000,0.000,0.633,2.000,2.000,0.000,0.458,0.482,0.249,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.033,0.100,0.200,0.667,0.667,7.000,7.000,0.000,0.000,0.000,0.000,0.180,0.300,0.400,0.471
0.000,0.000,0.000,0.000,0.000,0.100,0.367,0.533,0.533,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.300,0.482,0.499
0.000,0.033,0.000,0.000,0.300,0.433,0.200,0.033,0.433,5.000,5.000,0.000,0.180,0.000,0.000,0.458,0.496,0.400,0.180
0.000,0.133,0.000,0.100,0.600,0.133,0.033,0.000,0.600,4.000,4.000,0.000,0.340,0.000,0.300,0.490,0.340,0.180,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.433,0.500,0.067,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.496,0.500,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.467,0.433,0.100,0.000,0.000,0.467,3.000,4.000,0.000,0.000,0.000,0.499,0.496,0.300,0.000,0.000
0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.667,2.000,0.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.000,0.373,0.373,0.000,0.000
0.000,0.866,0.134,0.000,0.000,0.000,0.000,0.000,0.866,1.000,1.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000,0.000
0.414,0.552,0.033,0.000,0.000,0.000,0.000,0.000,0.552,1.000,0.000,0.484,0.489,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.967,4.000,4.000,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.180
0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.733,0.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000,0.000
0.033,0.267,0.700,0.000,0.000,0.000,0.000,0.000,0.700,2.000,4.000,0.180,0.442,0.458,0.000,0.000,0.000,0.000,0.000
0.200,0.600,0.200,0.000,0.000,0.000,0.000,0.000,0.600,1.000,0.000,0.400,0.490,0.400,0.000,0.000,0.000,0.000,0.000
0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.600,2.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.400,0.533,0.067,0.000,0.533,5.000,4.000,0.000,0.000,0.000,0.000,0.490,0.499,0.249,0.000
0.000,0.000,0.000,0.000,0.133,0.767,0.100,0.000,0.767,5.000,5.000,0.000,0.000,0.000,0.000,0.340,0.423,0.300,0.000
0.000,0.067,0.200,0.000,0.533,0.167,0.000,0.033,0.533,4.000,4.000,0.000,0.249,0.400,0.000,0.499,0.373,0.000,0.180
0.533,0.433,0.033,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.499,0.496,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.567,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.600,1.000,0.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.233,0.600,0.133,0.000,0.033,0.600,4.000,4.000,0.000,0.000,0.000,0.423,0.490,0.340,0.000,0.180
0.200,0.000,0.067,0.000,0.433,0.300,0.000,0.000,0.433,4.000,4.000,0.400,0.000,0.249,0.000,0.496,0.458,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.633,0.333,0.000,0.000,0.633,4.000,4.000,0.000,0.000,0.000,0.180,0.482,0.471,0.000,0.000
0.000,0.000,0.000,0.000,0.233,0.633,0.133,0.000,0.633,5.000,4.000,0.000,0.000,0.000,0.000,0.423,0.482,0.340,0.000
0.000,0.000,0.000,0.200,0.667,0.133,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.000,0.399,0.471,0.340,0.000,0.000
0.000,0.000,0.097,0.000,0.700,0.203,0.000,0.000,0.700,4.000,4.000,0.000,0.000,0.293,0.000,0.458,0.399,0.000,0.000
0.000,0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.567,2.000,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.967,0.000,0.000,0.000,0.000,0.033,0.967,2.000,4.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000,0.180
0.033,0.067,0.900,0.000,0.000,0.000,0.000,0.000,0.900,2.000,1.000,0.180,0.249,0.300,0.000,0.000,0.000,0.000,0.000
0.467,0.500,0.033,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.499,0.500,0.180,0.000,0.000,0.000,0.000,0.000
0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000
0.000,0.000,0.000,0.000,0.233,0.067,0.200,0.500,0.500,7.000,7.000,0.000,0.000,0.000,0.000,0.423,0.249,0.400,0.500
0.033,0.000,0.067,0.000,0.467,0.433,0.000,0.000,0.467,4.000,7.000,0.180,0.000,0.249,0.000,0.499,0.496,0.000,0.000
0.000,0.000,0.000,0.000,0.267,0.700,0.033,0.000,0.700,5.000,5.000,0.000,0.000,0.000,0.000,0.442,0.458,0.180,0.000
0.000,0.000,0.000,0.000,0.567,0.333,0.100,0.000,0.567,4.000,4.000,0.000,0.000,0.000,0.000,0.496,0.471,0.300,0.000
0.633,0.333,0.033,0.000,0.000,0.000,0.000,0.000,0.633,0.000,0.000,0.482,0.471,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.800,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.133,0.000,0.000,0.467,0.167,0.033,0.000,0.200,0.467,3.000,4.000,0.340,0.000,0.000,0.499,0.373,0.180,0.000,0.400
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.266,0.399,0.034,0.000,0.033,0.067,0.000,0.201,0.399,1.000,0.000,0.441,0.489,0.179,0.000,0.180,0.249,0.000,0.400
0.000,0.233,0.000,0.329,0.338,0.067,0.000,0.033,0.338,4.000,4.000,0.000,0.423,0.000,0.465,0.469,0.249,0.000,0.180
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.600,0.367,0.033,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.490,0.482,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.600,0.233,0.067,0.100,0.000,0.000,0.000,0.600,1.000,2.000,0.000,0.490,0.423,0.249,0.300,0.000,0.000,0.000
0.000,0.300,0.367,0.100,0.233,0.000,0.000,0.000,0.367,2.000,2.000,0.000,0.458,0.482,0.300,0.423,0.000,0.000,0.000
0.000,0.000,0.067,0.033,0.767,0.133,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.249,0.180,0.423,0.340,0.000,0.000
0.000,0.000,0.000,0.000,0.333,0.533,0.000,0.133,0.533,5.000,5.000,0.000,0.000,0.000,0.000,0.471,0.499,0.000,0.340
0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000
0.467,0.467,0.067,0.000,0.000,0.000,0.000,0.000,0.467,0.000,0.000,0.499,0.499,0.249,0.000,0.000,0.000,0.000,0.000
0.100,0.633,0.267,0.000,0.000,0.000,0.000,0.000,0.633,1.000,0.000,0.300,0.482,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000
0.133,0.867,0.000,0.000,0.000,0.000,0.000,0.000,0.867,1.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.300,0.400,0.233,0.033,0.033,0.000,0.000,0.400,2.000,1.000,0.000,0.458,0.490,0.423,0.180,0.180,0.000,0.000
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,2.000,2.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.000,0.000,0.067,0.000,0.298,0.268,0.333,0.033,0.333,6.000,4.000,0.000,0.000,0.249,0.000,0.456,0.441,0.471,0.180
0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.567,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000
0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.900,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000,0.000
0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.567,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.900,1.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.167,0.067,0.163,0.604,0.604,7.000,7.000,0.000,0.000,0.000,0.000,0.373,0.249,0.365,0.486
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.100,0.267,0.633,0.633,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.300,0.442,0.482
0.000,0.000,0.000,0.000,0.767,0.233,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000
0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.600,1.000,1.000,0.000,0.490,0.490,0.000,0.000,0.000,0.000,0.000
0.000,0.200,0.167,0.200,0.200,0.133,0.000,0.100,0.200,1.000,4.000,0.000,0.400,0.373,0.400,0.400,0.340,0.000,0.300
0.000,0.200,0.467,0.333,0.000,0.000,0.000,0.000,0.467,2.000,2.000,0.000,0.400,0.499,0.471,0.001,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000
0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.000,0.373,0.373,0.000,0.000
0.000,0.633,0.367,0.000,0.000,0.000,0.000,0.000,0.633,1.000,1.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.500,0.200,0.067,0.033,0.500,4.000,4.000,0.000,0.000,0.000,0.400,0.500,0.400,0.249,0.180
0.433,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.567,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.490,0.510,0.000,0.000,0.510,5.000,4.000,0.000,0.000,0.000,0.000,0.493,0.493,0.000,0.000
0.000,0.000,0.000,0.000,0.400,0.400,0.034,0.166,0.400,4.000,4.000,0.000,0.000,0.000,0.000,0.490,0.490,0.179,0.371
0.300,0.533,0.167,0.000,0.000,0.000,0.000,0.000,0.533,1.000,0.000,0.458,0.499,0.373,0.000,0.000,0.000,0.000,0.000
0.767,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.767,0.000,0.000,0.423,0.423,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.667,1.000,2.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000
0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.833,1.000,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000
0.000,0.000,0.000,0.000,0.867,0.100,0.033,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.000,0.340,0.300,0.179,0.000
0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.833,1.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.302,0.698,0.000,0.000,0.000,0.000,0.000,0.698,2.000,1.000,0.000,0.457,0.457,0.000,0.000,0.000,0.000,0.000
0.000,0.567,0.433,0.000,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.067,0.423,0.277,0.200,0.033,0.000,0.000,0.423,2.000,2.000,0.000,0.249,0.487,0.439,0.400,0.180,0.000,0.000
0.600,0.233,0.167,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.490,0.423,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.024,0.567,0.167,0.142,0.033,0.067,0.567,3.000,4.000,0.000,0.000,0.131,0.496,0.373,0.340,0.180,0.249
0.000,0.000,0.000,0.000,0.833,0.133,0.000,0.033,0.833,4.000,5.000,0.000,0.000,0.000,0.000,0.373,0.340,0.000,0.180
0.000,0.000,0.000,0.000,0.100,0.100,0.467,0.333,0.467,6.000,7.000,0.000,0.000,0.000,0.000,0.300,0.300,0.499,0.471
0.000,0.200,0.567,0.233,0.000,0.000,0.000,0.000,0.567,2.000,2.000,0.000,0.400,0.496,0.423,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.100,0.867,0.000,0.000,0.033,0.867,4.000,4.000,0.000,0.000,0.000,0.300,0.340,0.000,0.000,0.180
0.000,0.000,0.000,0.000,0.867,0.100,0.033,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.000,0.340,0.300,0.180,0.000
0.567,0.433,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000,0.000
0.033,0.900,0.067,0.000,0.000,0.000,0.000,0.000,0.900,1.000,0.000,0.180,0.300,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.000,0.133,0.167,0.267,0.033,0.367,0.367,7.000,4.000,0.000,0.180,0.000,0.340,0.373,0.442,0.180,0.482
0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.900,2.000,2.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.333,0.133,0.333,0.200,0.333,4.000,4.000,0.000,0.000,0.000,0.000,0.471,0.340,0.471,0.400
0.000,0.567,0.433,0.000,0.000,0.000,0.000,0.000,0.567,1.000,1.000,0.000,0.496,0.496,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.100,0.000,0.367,0.000,0.000,0.533,0.533,7.000,4.000,0.000,0.000,0.300,0.000,0.482,0.000,0.000,0.499
0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.100,0.733,0.133,0.000,0.733,5.000,4.000,0.000,0.000,0.000,0.180,0.300,0.442,0.340,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.059,0.000,0.500,0.167,0.100,0.108,0.067,0.500,3.000,4.000,0.000,0.223,0.000,0.500,0.373,0.300,0.300,0.249
0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.900,1.000,1.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000
0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.471,0.471,0.000,0.000,0.000,0.000,0.000,0.000
0.233,0.167,0.467,0.000,0.133,0.000,0.000,0.000,0.467,2.000,1.000,0.423,0.373,0.499,0.000,0.340,0.000,0.000,0.000
0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.458,0.458,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.600,4.000,4.000,0.000,0.000,0.000,0.000,0.490,0.490,0.000,0.000
0.000,0.000,0.300,0.000,0.200,0.467,0.000,0.033,0.467,5.000,4.000,0.000,0.000,0.458,0.000,0.400,0.499,0.000,0.180
0.033,0.667,0.300,0.000,0.000,0.000,0.000,0.000,0.667,1.000,0.000,0.180,0.471,0.458,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.033,0.100,0.467,0.400,0.467,6.000,7.000,0.000,0.000,0.000,0.000,0.180,0.300,0.499,0.490
0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.233,0.233,0.133,0.100,0.067,0.067,0.033,0.133,0.233,0.000,0.000,0.423,0.423,0.340,0.300,0.249,0.249,0.180,0.340
0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000,0.000
0.167,0.000,0.000,0.000,0.567,0.200,0.000,0.067,0.567,4.000,4.000,0.373,0.000,0.000,0.000,0.496,0.400,0.000,0.249
0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.499,0.499,0.000,0.000,0.000,0.000,0.000,0.000
0.433,0.233,0.000,0.000,0.000,0.333,0.000,0.000,0.433,0.000,4.000,0.496,0.423,0.000,0.000,0.000,0.471,0.000,0.000
0.633,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.633,0.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000,0.000
0.767,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.767,0.000,0.000,0.423,0.423,0.000,0.000,0.000,0.000,0.000,0.000
0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.800,1.000,0.000,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.067,0.300,0.633,0.000,0.000,0.633,5.000,4.000,0.000,0.000,0.000,0.249,0.458,0.482,0.000,0.000
0.002,0.800,0.198,0.000,0.000,0.000,0.000,0.000,0.800,1.000,0.000,0.013,0.400,0.395,0.000,0.000,0.000,0.000,0.000
0.033,0.467,0.500,0.000,0.000,0.000,0.000,0.000,0.500,2.000,0.000,0.180,0.499,0.500,0.000,0.000,0.000,0.000,0.000
0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.033,0.000,0.100,0.367,0.300,0.067,0.133,0.367,4.000,5.000,0.000,0.180,0.000,0.300,0.482,0.458,0.249,0.340
0.000,0.000,0.367,0.000,0.433,0.133,0.067,0.000,0.433,4.000,4.000,0.000,0.000,0.482,0.000,0.496,0.340,0.249,0.000
0.000,0.000,0.000,0.033,0.767,0.200,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.000,0.180,0.423,0.400,0.000,0.000
0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.600,5.000,4.000,0.000,0.000,0.000,0.000,0.490,0.490,0.000,0.000
0.000,0.000,0.000,0.167,0.700,0.100,0.000,0.033,0.700,4.000,4.000,0.000,0.000,0.000,0.373,0.458,0.300,0.000,0.180
0.600,0.367,0.033,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.490,0.482,0.180,0.000,0.000,0.000,0.000,0.000
0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.967,1.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.933,1.000,1.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000,0.000
0.000,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.633,2.000,1.000,0.000,0.482,0.482,0.000,0.000,0.000,0.000,0.000
